src,dst,edge_type
cfRNA_163,cfRNA_154,similarity
cfRNA_164,cfRNA_183,similarity
cfRNA_164,cfRNA_122,similarity
cfRNA_164,cfRNA_188,similarity
cfRNA_164,cfRNA_118,similarity
cfRNA_164,cfRNA_132,similarity
cfRNA_164,cfRNA_140,similarity
cfRNA_164,cfRNA_120,similarity
cfRNA_164,cfRNA_154,similarity
cfRNA_164,cfRNA_168,similarity
cfRNA_164,cfRNA_157,similarity
cfRNA_165,cfRNA_176,similarity
cfRNA_165,cfRNA_168,similarity
cfRNA_165,cfRNA_177,similarity
cfRNA_165,cfRNA_170,similarity
cfRNA_165,cfRNA_182,similarity
cfRNA_165,cfRNA_185,similarity
cfRNA_165,cfRNA_175,similarity
cfRNA_165,cfRNA_181,similarity
cfRNA_165,cfRNA_184,similarity
cfRNA_165,cfRNA_118,similarity
cfRNA_166,cfRNA_143,similarity
cfRNA_166,cfRNA_170,similarity
cfRNA_166,cfRNA_185,similarity
cfRNA_166,cfRNA_122,similarity
cfRNA_166,cfRNA_118,similarity
cfRNA_166,cfRNA_165,similarity
cfRNA_166,cfRNA_140,similarity
cfRNA_166,cfRNA_175,similarity
cfRNA_166,cfRNA_157,similarity
cfRNA_166,cfRNA_168,similarity
cfRNA_167,cfRNA_170,similarity
cfRNA_167,cfRNA_175,similarity
cfRNA_167,cfRNA_188,similarity
cfRNA_167,cfRNA_120,similarity
cfRNA_167,cfRNA_122,similarity
cfRNA_167,cfRNA_140,similarity
cfRNA_167,cfRNA_143,similarity
cfRNA_167,cfRNA_118,similarity
cfRNA_167,cfRNA_157,similarity
cfRNA_167,cfRNA_168,similarity
cfRNA_168,cfRNA_177,similarity
cfRNA_168,cfRNA_165,similarity
cfRNA_168,cfRNA_170,similarity
cfRNA_168,cfRNA_186,similarity
cfRNA_168,cfRNA_182,similarity
cfRNA_168,cfRNA_185,similarity
cfRNA_168,cfRNA_181,similarity
cfRNA_168,cfRNA_175,similarity
cfRNA_168,cfRNA_184,similarity
cfRNA_168,cfRNA_118,similarity
cfRNA_169,cfRNA_157,similarity
cfRNA_169,cfRNA_168,similarity
cfRNA_169,cfRNA_122,similarity
cfRNA_169,cfRNA_186,similarity
cfRNA_169,cfRNA_120,similarity
cfRNA_169,cfRNA_188,similarity
cfRNA_169,cfRNA_132,similarity
cfRNA_169,cfRNA_161,similarity
cfRNA_169,cfRNA_130,similarity
cfRNA_169,cfRNA_142,similarity
cfRNA_170,cfRNA_165,similarity
cfRNA_170,cfRNA_176,similarity
cfRNA_170,cfRNA_186,similarity
cfRNA_170,cfRNA_177,similarity
cfRNA_170,cfRNA_118,similarity
cfRNA_170,cfRNA_185,similarity
cfRNA_170,cfRNA_175,similarity
cfRNA_170,cfRNA_182,similarity
cfRNA_170,cfRNA_181,similarity
cfRNA_170,cfRNA_184,similarity
cfRNA_171,cfRNA_176,similarity
cfRNA_171,cfRNA_184,similarity
cfRNA_171,cfRNA_168,similarity
cfRNA_171,cfRNA_172,similarity
cfRNA_171,cfRNA_181,similarity
cfRNA_171,cfRNA_165,similarity
cfRNA_171,cfRNA_159,similarity
cfRNA_171,cfRNA_175,similarity
cfRNA_171,cfRNA_118,similarity
cfRNA_171,cfRNA_170,similarity
cfRNA_172,cfRNA_177,similarity
cfRNA_172,cfRNA_176,similarity
cfRNA_172,cfRNA_170,similarity
cfRNA_172,cfRNA_186,similarity
cfRNA_172,cfRNA_118,similarity
cfRNA_172,cfRNA_185,similarity
cfRNA_172,cfRNA_182,similarity
cfRNA_172,cfRNA_175,similarity
cfRNA_172,cfRNA_181,similarity
cfRNA_172,cfRNA_184,similarity
cfRNA_173,cfRNA_118,similarity
cfRNA_173,cfRNA_182,similarity
cfRNA_173,cfRNA_159,similarity
cfRNA_173,cfRNA_178,similarity
cfRNA_173,cfRNA_184,similarity
cfRNA_173,cfRNA_176,similarity
cfRNA_173,cfRNA_170,similarity
cfRNA_173,cfRNA_175,similarity
cfRNA_173,cfRNA_172,similarity
cfRNA_173,cfRNA_181,similarity
cfRNA_174,cfRNA_178,similarity
cfRNA_174,cfRNA_185,similarity
cfRNA_174,cfRNA_183,similarity
cfRNA_174,cfRNA_176,similarity
cfRNA_174,cfRNA_184,similarity
cfRNA_174,cfRNA_186,similarity
cfRNA_174,cfRNA_182,similarity
cfRNA_174,cfRNA_181,similarity
cfRNA_174,cfRNA_177,similarity
cfRNA_174,cfRNA_187,similarity
cfRNA_175,cfRNA_168,similarity
cfRNA_175,cfRNA_176,similarity
cfRNA_175,cfRNA_170,similarity
cfRNA_175,cfRNA_177,similarity
cfRNA_175,cfRNA_186,similarity
cfRNA_175,cfRNA_118,similarity
cfRNA_175,cfRNA_185,similarity
cfRNA_175,cfRNA_181,similarity
cfRNA_175,cfRNA_182,similarity
cfRNA_175,cfRNA_184,similarity
cfRNA_176,cfRNA_187,similarity
cfRNA_176,cfRNA_170,similarity
cfRNA_176,cfRNA_186,similarity
cfRNA_176,cfRNA_118,similarity
cfRNA_176,cfRNA_177,similarity
cfRNA_176,cfRNA_185,similarity
cfRNA_176,cfRNA_175,similarity
cfRNA_176,cfRNA_182,similarity
cfRNA_176,cfRNA_184,similarity
cfRNA_176,cfRNA_181,similarity
cfRNA_177,cfRNA_170,similarity
cfRNA_177,cfRNA_183,similarity
cfRNA_177,cfRNA_118,similarity
cfRNA_177,cfRNA_175,similarity
cfRNA_177,cfRNA_187,similarity
cfRNA_177,cfRNA_185,similarity
cfRNA_177,cfRNA_181,similarity
cfRNA_177,cfRNA_184,similarity
cfRNA_177,cfRNA_186,similarity
cfRNA_177,cfRNA_182,similarity
cfRNA_178,cfRNA_118,similarity
cfRNA_178,cfRNA_186,similarity
cfRNA_178,cfRNA_170,similarity
cfRNA_178,cfRNA_175,similarity
cfRNA_178,cfRNA_180,similarity
cfRNA_178,cfRNA_177,similarity
cfRNA_178,cfRNA_182,similarity
cfRNA_178,cfRNA_185,similarity
cfRNA_178,cfRNA_181,similarity
cfRNA_178,cfRNA_184,similarity
cfRNA_179,cfRNA_161,similarity
cfRNA_179,cfRNA_51,similarity
cfRNA_179,cfRNA_37,similarity
cfRNA_179,cfRNA_137,similarity
cfRNA_179,cfRNA_142,similarity
cfRNA_179,cfRNA_130,similarity
cfRNA_179,cfRNA_190,similarity
cfRNA_179,cfRNA_128,similarity
cfRNA_179,cfRNA_131,similarity
cfRNA_179,cfRNA_169,similarity
cfRNA_180,cfRNA_170,similarity
cfRNA_180,cfRNA_118,similarity
cfRNA_180,cfRNA_178,similarity
cfRNA_180,cfRNA_175,similarity
cfRNA_180,cfRNA_186,similarity
cfRNA_180,cfRNA_177,similarity
cfRNA_180,cfRNA_185,similarity
cfRNA_180,cfRNA_182,similarity
cfRNA_180,cfRNA_181,similarity
cfRNA_180,cfRNA_184,similarity
cfRNA_181,cfRNA_187,similarity
cfRNA_181,cfRNA_176,similarity
cfRNA_181,cfRNA_170,similarity
cfRNA_181,cfRNA_118,similarity
cfRNA_181,cfRNA_186,similarity
cfRNA_181,cfRNA_175,similarity
cfRNA_181,cfRNA_177,similarity
cfRNA_181,cfRNA_185,similarity
cfRNA_181,cfRNA_182,similarity
cfRNA_181,cfRNA_184,similarity
cfRNA_182,cfRNA_176,similarity
cfRNA_182,cfRNA_170,similarity
cfRNA_182,cfRNA_118,similarity
cfRNA_182,cfRNA_175,similarity
cfRNA_182,cfRNA_187,similarity
cfRNA_182,cfRNA_186,similarity
cfRNA_182,cfRNA_177,similarity
cfRNA_182,cfRNA_185,similarity
cfRNA_182,cfRNA_181,similarity
cfRNA_182,cfRNA_184,similarity
cfRNA_183,cfRNA_180,similarity
cfRNA_183,cfRNA_118,similarity
cfRNA_183,cfRNA_175,similarity
cfRNA_183,cfRNA_185,similarity
cfRNA_183,cfRNA_187,similarity
cfRNA_183,cfRNA_181,similarity
cfRNA_183,cfRNA_186,similarity
cfRNA_183,cfRNA_177,similarity
cfRNA_183,cfRNA_184,similarity
cfRNA_183,cfRNA_182,similarity
cfRNA_184,cfRNA_187,similarity
cfRNA_184,cfRNA_180,similarity
cfRNA_184,cfRNA_170,similarity
cfRNA_184,cfRNA_118,similarity
cfRNA_184,cfRNA_177,similarity
cfRNA_184,cfRNA_175,similarity
cfRNA_184,cfRNA_186,similarity
cfRNA_184,cfRNA_185,similarity
cfRNA_184,cfRNA_182,similarity
cfRNA_184,cfRNA_181,similarity
cfRNA_185,cfRNA_180,similarity
cfRNA_185,cfRNA_187,similarity
cfRNA_185,cfRNA_170,similarity
cfRNA_185,cfRNA_175,similarity
cfRNA_185,cfRNA_118,similarity
cfRNA_185,cfRNA_177,similarity
cfRNA_185,cfRNA_186,similarity
cfRNA_185,cfRNA_181,similarity
cfRNA_185,cfRNA_182,similarity
cfRNA_185,cfRNA_184,similarity
cfRNA_186,cfRNA_170,similarity
cfRNA_186,cfRNA_183,similarity
cfRNA_186,cfRNA_118,similarity
cfRNA_186,cfRNA_175,similarity
cfRNA_186,cfRNA_187,similarity
cfRNA_186,cfRNA_181,similarity
cfRNA_186,cfRNA_185,similarity
cfRNA_186,cfRNA_177,similarity
cfRNA_186,cfRNA_184,similarity
cfRNA_186,cfRNA_182,similarity
cfRNA_187,cfRNA_170,similarity
cfRNA_187,cfRNA_176,similarity
cfRNA_187,cfRNA_175,similarity
cfRNA_187,cfRNA_183,similarity
cfRNA_187,cfRNA_185,similarity
cfRNA_187,cfRNA_181,similarity
cfRNA_187,cfRNA_184,similarity
cfRNA_187,cfRNA_186,similarity
cfRNA_187,cfRNA_177,similarity
cfRNA_187,cfRNA_182,similarity
cfRNA_188,cfRNA_118,similarity
cfRNA_188,cfRNA_181,similarity
cfRNA_188,cfRNA_177,similarity
cfRNA_188,cfRNA_175,similarity
cfRNA_188,cfRNA_183,similarity
cfRNA_188,cfRNA_187,similarity
cfRNA_188,cfRNA_184,similarity
cfRNA_188,cfRNA_185,similarity
cfRNA_188,cfRNA_182,similarity
cfRNA_188,cfRNA_186,similarity
cfRNA_189,cfRNA_185,similarity
cfRNA_189,cfRNA_181,similarity
cfRNA_189,cfRNA_113,similarity
cfRNA_189,cfRNA_175,similarity
cfRNA_189,cfRNA_188,similarity
cfRNA_189,cfRNA_182,similarity
cfRNA_189,cfRNA_186,similarity
cfRNA_189,cfRNA_177,similarity
cfRNA_189,cfRNA_183,similarity
cfRNA_189,cfRNA_187,similarity
cfRNA_190,cfRNA_187,similarity
cfRNA_190,cfRNA_184,similarity
cfRNA_190,cfRNA_182,similarity
cfRNA_190,cfRNA_183,similarity
cfRNA_190,cfRNA_125,similarity
cfRNA_190,cfRNA_181,similarity
cfRNA_190,cfRNA_177,similarity
cfRNA_190,cfRNA_178,similarity
cfRNA_190,cfRNA_174,similarity
cfRNA_190,cfRNA_180,similarity
cfRNA_191,cfRNA_175,similarity
cfRNA_191,cfRNA_118,similarity
cfRNA_191,cfRNA_182,similarity
cfRNA_191,cfRNA_187,similarity
cfRNA_191,cfRNA_185,similarity
cfRNA_191,cfRNA_188,similarity
cfRNA_191,cfRNA_177,similarity
cfRNA_191,cfRNA_186,similarity
cfRNA_191,cfRNA_183,similarity
cfRNA_191,cfRNA_189,similarity
cfRNA_192,cfRNA_82,similarity
cfRNA_192,cfRNA_203,similarity
cfRNA_192,cfRNA_20,similarity
cfRNA_192,cfRNA_18,similarity
cfRNA_192,cfRNA_19,similarity
cfRNA_192,cfRNA_2,similarity
cfRNA_192,cfRNA_0,similarity
cfRNA_192,cfRNA_194,similarity
cfRNA_192,cfRNA_196,similarity
cfRNA_192,cfRNA_193,similarity
cfRNA_193,cfRNA_18,similarity
cfRNA_193,cfRNA_20,similarity
cfRNA_193,cfRNA_6,similarity
cfRNA_193,cfRNA_2,similarity
cfRNA_193,cfRNA_194,similarity
cfRNA_193,cfRNA_203,similarity
cfRNA_193,cfRNA_0,similarity
cfRNA_193,cfRNA_82,similarity
cfRNA_193,cfRNA_192,similarity
cfRNA_193,cfRNA_196,similarity
cfRNA_194,cfRNA_2,similarity
cfRNA_194,cfRNA_65,similarity
cfRNA_194,cfRNA_197,similarity
cfRNA_194,cfRNA_77,similarity
cfRNA_194,cfRNA_0,similarity
cfRNA_194,cfRNA_203,similarity
cfRNA_194,cfRNA_82,similarity
cfRNA_194,cfRNA_196,similarity
cfRNA_194,cfRNA_192,similarity
cfRNA_194,cfRNA_193,similarity
cfRNA_195,cfRNA_77,similarity
cfRNA_195,cfRNA_205,similarity
cfRNA_195,cfRNA_79,similarity
cfRNA_195,cfRNA_89,similarity
cfRNA_195,cfRNA_65,similarity
cfRNA_195,cfRNA_57,similarity
cfRNA_195,cfRNA_49,similarity
cfRNA_195,cfRNA_67,similarity
cfRNA_195,cfRNA_48,similarity
cfRNA_195,cfRNA_45,similarity
cfRNA_196,cfRNA_203,similarity
cfRNA_196,cfRNA_6,similarity
cfRNA_196,cfRNA_204,similarity
cfRNA_196,cfRNA_19,similarity
cfRNA_196,cfRNA_82,similarity
cfRNA_196,cfRNA_18,similarity
cfRNA_196,cfRNA_20,similarity
cfRNA_196,cfRNA_0,similarity
cfRNA_196,cfRNA_2,similarity
cfRNA_196,cfRNA_193,similarity
cfRNA_197,cfRNA_81,similarity
cfRNA_197,cfRNA_6,similarity
cfRNA_197,cfRNA_8,similarity
cfRNA_197,cfRNA_203,similarity
cfRNA_197,cfRNA_134,similarity
cfRNA_197,cfRNA_65,similarity
cfRNA_197,cfRNA_11,similarity
cfRNA_197,cfRNA_82,similarity
cfRNA_197,cfRNA_77,similarity
cfRNA_197,cfRNA_47,similarity
cfRNA_198,cfRNA_176,similarity
cfRNA_198,cfRNA_102,similarity
cfRNA_198,cfRNA_105,similarity
cfRNA_198,cfRNA_153,similarity
cfRNA_198,cfRNA_78,similarity
cfRNA_198,cfRNA_173,similarity
cfRNA_198,cfRNA_139,similarity
cfRNA_198,cfRNA_159,similarity
cfRNA_198,cfRNA_158,similarity
cfRNA_198,cfRNA_70,similarity
cfRNA_199,cfRNA_7,similarity
cfRNA_199,cfRNA_4,similarity
cfRNA_199,cfRNA_194,similarity
cfRNA_199,cfRNA_1,similarity
cfRNA_199,cfRNA_192,similarity
cfRNA_199,cfRNA_0,similarity
cfRNA_199,cfRNA_200,similarity
cfRNA_199,cfRNA_22,similarity
cfRNA_199,cfRNA_32,similarity
cfRNA_199,cfRNA_201,similarity
cfRNA_200,cfRNA_2,similarity
cfRNA_200,cfRNA_0,similarity
cfRNA_200,cfRNA_24,similarity
cfRNA_200,cfRNA_82,similarity
cfRNA_200,cfRNA_193,similarity
cfRNA_200,cfRNA_196,similarity
cfRNA_200,cfRNA_36,similarity
cfRNA_200,cfRNA_203,similarity
cfRNA_200,cfRNA_6,similarity
cfRNA_200,cfRNA_11,similarity
cfRNA_201,cfRNA_16,similarity
cfRNA_201,cfRNA_30,similarity
cfRNA_201,cfRNA_204,similarity
cfRNA_201,cfRNA_20,similarity
cfRNA_201,cfRNA_2,similarity
cfRNA_201,cfRNA_18,similarity
cfRNA_201,cfRNA_10,similarity
cfRNA_201,cfRNA_101,similarity
cfRNA_201,cfRNA_21,similarity
cfRNA_201,cfRNA_5,similarity
cfRNA_202,cfRNA_125,similarity
cfRNA_202,cfRNA_187,similarity
cfRNA_202,cfRNA_102,similarity
cfRNA_202,cfRNA_177,similarity
cfRNA_202,cfRNA_178,similarity
cfRNA_202,cfRNA_185,similarity
cfRNA_202,cfRNA_182,similarity
cfRNA_202,cfRNA_181,similarity
cfRNA_202,cfRNA_180,similarity
cfRNA_202,cfRNA_184,similarity
cfRNA_203,cfRNA_200,similarity
cfRNA_203,cfRNA_8,similarity
cfRNA_203,cfRNA_26,similarity
cfRNA_203,cfRNA_82,similarity
cfRNA_203,cfRNA_11,similarity
cfRNA_203,cfRNA_36,similarity
cfRNA_203,cfRNA_193,similarity
cfRNA_203,cfRNA_6,similarity
cfRNA_203,cfRNA_196,similarity
cfRNA_203,cfRNA_24,similarity
cfRNA_204,cfRNA_19,similarity
cfRNA_204,cfRNA_101,similarity
cfRNA_204,cfRNA_196,similarity
cfRNA_204,cfRNA_20,similarity
cfRNA_204,cfRNA_18,similarity
cfRNA_204,cfRNA_2,similarity
cfRNA_204,cfRNA_21,similarity
cfRNA_204,cfRNA_10,similarity
cfRNA_204,cfRNA_16,similarity
cfRNA_204,cfRNA_5,similarity
cfRNA_205,cfRNA_64,similarity
cfRNA_205,cfRNA_91,similarity
cfRNA_205,cfRNA_47,similarity
cfRNA_205,cfRNA_86,similarity
cfRNA_205,cfRNA_49,similarity
cfRNA_205,cfRNA_195,similarity
cfRNA_205,cfRNA_50,similarity
cfRNA_205,cfRNA_79,similarity
cfRNA_205,cfRNA_67,similarity
cfRNA_205,cfRNA_45,similarity
cfRNA_206,cfRNA_170,similarity
cfRNA_206,cfRNA_183,similarity
cfRNA_206,cfRNA_175,similarity
cfRNA_206,cfRNA_118,similarity
cfRNA_206,cfRNA_177,similarity
cfRNA_206,cfRNA_181,similarity
cfRNA_206,cfRNA_182,similarity
cfRNA_206,cfRNA_186,similarity
cfRNA_206,cfRNA_184,similarity
cfRNA_206,cfRNA_185,similarity
cfRNA_207,cfRNA_127,similarity
cfRNA_207,cfRNA_182,similarity
cfRNA_207,cfRNA_185,similarity
cfRNA_207,cfRNA_184,similarity
cfRNA_207,cfRNA_186,similarity
cfRNA_207,cfRNA_113,similarity
cfRNA_207,cfRNA_183,similarity
cfRNA_207,cfRNA_114,similarity
cfRNA_207,cfRNA_206,similarity
cfRNA_207,cfRNA_208,similarity
cfRNA_208,cfRNA_177,similarity
cfRNA_208,cfRNA_118,similarity
cfRNA_208,cfRNA_113,similarity
cfRNA_208,cfRNA_175,similarity
cfRNA_208,cfRNA_183,similarity
cfRNA_208,cfRNA_186,similarity
cfRNA_208,cfRNA_181,similarity
cfRNA_208,cfRNA_185,similarity
cfRNA_208,cfRNA_182,similarity
cfRNA_208,cfRNA_184,similarity
placenta_0,placenta_63,similarity
placenta_0,placenta_109,similarity
placenta_0,placenta_86,similarity
placenta_0,placenta_83,similarity
placenta_0,placenta_87,similarity
placenta_0,placenta_4,similarity
placenta_0,placenta_11,similarity
placenta_0,placenta_17,similarity
placenta_0,placenta_74,similarity
placenta_0,placenta_1,similarity
placenta_1,placenta_86,similarity
placenta_1,placenta_90,similarity
placenta_1,placenta_109,similarity
placenta_1,placenta_93,similarity
placenta_1,placenta_94,similarity
placenta_1,placenta_89,similarity
placenta_1,placenta_4,similarity
placenta_1,placenta_0,similarity
placenta_1,placenta_87,similarity
placenta_1,placenta_11,similarity
placenta_2,placenta_81,similarity
placenta_2,placenta_4,similarity
placenta_2,placenta_1,similarity
placenta_2,placenta_112,similarity
placenta_2,placenta_96,similarity
placenta_2,placenta_67,similarity
placenta_2,placenta_18,similarity
placenta_2,placenta_87,similarity
placenta_2,placenta_89,similarity
placenta_2,placenta_111,similarity
placenta_3,placenta_12,similarity
placenta_3,placenta_5,similarity
placenta_3,placenta_75,similarity
placenta_3,placenta_92,similarity
placenta_3,placenta_63,similarity
placenta_3,placenta_78,similarity
placenta_3,placenta_76,similarity
placenta_3,placenta_85,similarity
placenta_3,placenta_95,similarity
placenta_3,placenta_110,similarity
placenta_4,placenta_112,similarity
placenta_4,placenta_94,similarity
placenta_4,placenta_0,similarity
placenta_4,placenta_74,similarity
placenta_4,placenta_63,similarity
placenta_4,placenta_109,similarity
placenta_4,placenta_89,similarity
placenta_4,placenta_1,similarity
placenta_4,placenta_11,similarity
placenta_4,placenta_87,similarity
placenta_5,placenta_90,similarity
placenta_5,placenta_112,similarity
placenta_5,placenta_8,similarity
placenta_5,placenta_11,similarity
placenta_5,placenta_91,similarity
placenta_5,placenta_1,similarity
placenta_5,placenta_85,similarity
placenta_5,placenta_10,similarity
placenta_5,placenta_78,similarity
placenta_5,placenta_63,similarity
placenta_6,placenta_85,similarity
placenta_6,placenta_12,similarity
placenta_6,placenta_3,similarity
placenta_6,placenta_14,similarity
placenta_6,placenta_78,similarity
placenta_6,placenta_76,similarity
placenta_6,placenta_95,similarity
placenta_6,placenta_7,similarity
placenta_6,placenta_80,similarity
placenta_6,placenta_13,similarity
placenta_7,placenta_5,similarity
placenta_7,placenta_76,similarity
placenta_7,placenta_12,similarity
placenta_7,placenta_3,similarity
placenta_7,placenta_95,similarity
placenta_7,placenta_91,similarity
placenta_7,placenta_63,similarity
placenta_7,placenta_78,similarity
placenta_7,placenta_85,similarity
placenta_7,placenta_14,similarity
placenta_8,placenta_93,similarity
placenta_8,placenta_1,similarity
placenta_8,placenta_89,similarity
placenta_8,placenta_81,similarity
placenta_8,placenta_86,similarity
placenta_8,placenta_87,similarity
placenta_8,placenta_109,similarity
placenta_8,placenta_94,similarity
placenta_8,placenta_11,similarity
placenta_8,placenta_90,similarity
placenta_9,placenta_112,similarity
placenta_9,placenta_94,similarity
placenta_9,placenta_18,similarity
placenta_9,placenta_89,similarity
placenta_9,placenta_63,similarity
placenta_9,placenta_5,similarity
placenta_9,placenta_90,similarity
placenta_9,placenta_11,similarity
placenta_9,placenta_81,similarity
placenta_9,placenta_8,similarity
placenta_10,placenta_93,similarity
placenta_10,placenta_4,similarity
placenta_10,placenta_8,similarity
placenta_10,placenta_78,similarity
placenta_10,placenta_90,similarity
placenta_10,placenta_85,similarity
placenta_10,placenta_1,similarity
placenta_10,placenta_63,similarity
placenta_10,placenta_11,similarity
placenta_10,placenta_5,similarity
placenta_11,placenta_0,similarity
placenta_11,placenta_18,similarity
placenta_11,placenta_63,similarity
placenta_11,placenta_89,similarity
placenta_11,placenta_109,similarity
placenta_11,placenta_8,similarity
placenta_11,placenta_87,similarity
placenta_11,placenta_94,similarity
placenta_11,placenta_4,similarity
placenta_11,placenta_1,similarity
placenta_12,placenta_1,similarity
placenta_12,placenta_11,similarity
placenta_12,placenta_5,similarity
placenta_12,placenta_3,similarity
placenta_12,placenta_87,similarity
placenta_12,placenta_74,similarity
placenta_12,placenta_4,similarity
placenta_12,placenta_0,similarity
placenta_12,placenta_14,similarity
placenta_12,placenta_63,similarity
placenta_13,placenta_85,similarity
placenta_13,placenta_78,similarity
placenta_13,placenta_76,similarity
placenta_13,placenta_12,similarity
placenta_13,placenta_3,similarity
placenta_13,placenta_14,similarity
placenta_13,placenta_7,similarity
placenta_13,placenta_95,similarity
placenta_13,placenta_80,similarity
placenta_13,placenta_6,similarity
placenta_14,placenta_1,similarity
placenta_14,placenta_5,similarity
placenta_14,placenta_95,similarity
placenta_14,placenta_12,similarity
placenta_14,placenta_0,similarity
placenta_14,placenta_91,similarity
placenta_14,placenta_85,similarity
placenta_14,placenta_63,similarity
placenta_14,placenta_78,similarity
placenta_14,placenta_7,similarity
placenta_15,placenta_88,similarity
placenta_15,placenta_63,similarity
placenta_15,placenta_83,similarity
placenta_15,placenta_74,similarity
placenta_15,placenta_4,similarity
placenta_15,placenta_1,similarity
placenta_15,placenta_86,similarity
placenta_15,placenta_11,similarity
placenta_15,placenta_0,similarity
placenta_15,placenta_17,similarity
placenta_16,placenta_90,similarity
placenta_16,placenta_1,similarity
placenta_16,placenta_89,similarity
placenta_16,placenta_81,similarity
placenta_16,placenta_4,similarity
placenta_16,placenta_87,similarity
placenta_16,placenta_11,similarity
placenta_16,placenta_109,similarity
placenta_16,placenta_94,similarity
placenta_16,placenta_84,similarity
placenta_17,placenta_4,similarity
placenta_17,placenta_15,similarity
placenta_17,placenta_87,similarity
placenta_17,placenta_1,similarity
placenta_17,placenta_77,similarity
placenta_17,placenta_74,similarity
placenta_17,placenta_86,similarity
placenta_17,placenta_75,similarity
placenta_17,placenta_0,similarity
placenta_17,placenta_83,similarity
placenta_18,placenta_4,similarity
placenta_18,placenta_1,similarity
placenta_18,placenta_94,similarity
placenta_18,placenta_112,similarity
placenta_18,placenta_87,similarity
placenta_18,placenta_11,similarity
placenta_18,placenta_2,similarity
placenta_18,placenta_111,similarity
placenta_18,placenta_89,similarity
placenta_18,placenta_96,similarity
placenta_19,placenta_49,similarity
placenta_19,placenta_42,similarity
placenta_19,placenta_39,similarity
placenta_19,placenta_114,similarity
placenta_19,placenta_20,similarity
placenta_19,placenta_57,similarity
placenta_19,placenta_105,similarity
placenta_19,placenta_45,similarity
placenta_19,placenta_43,similarity
placenta_19,placenta_44,similarity
placenta_20,placenta_19,similarity
placenta_20,placenta_40,similarity
placenta_20,placenta_49,similarity
placenta_20,placenta_31,similarity
placenta_20,placenta_28,similarity
placenta_20,placenta_71,similarity
placenta_20,placenta_57,similarity
placenta_20,placenta_39,similarity
placenta_20,placenta_108,similarity
placenta_20,placenta_61,similarity
placenta_21,placenta_11,similarity
placenta_21,placenta_18,similarity
placenta_21,placenta_72,similarity
placenta_21,placenta_4,similarity
placenta_21,placenta_107,similarity
placenta_21,placenta_96,similarity
placenta_21,placenta_84,similarity
placenta_21,placenta_106,similarity
placenta_21,placenta_22,similarity
placenta_21,placenta_55,similarity
placenta_22,placenta_84,similarity
placenta_22,placenta_60,similarity
placenta_22,placenta_56,similarity
placenta_22,placenta_106,similarity
placenta_22,placenta_46,similarity
placenta_22,placenta_70,similarity
placenta_22,placenta_72,similarity
placenta_22,placenta_107,similarity
placenta_22,placenta_21,similarity
placenta_22,placenta_55,similarity
placenta_23,placenta_29,similarity
placenta_23,placenta_42,similarity
placenta_23,placenta_43,similarity
placenta_23,placenta_20,similarity
placenta_23,placenta_26,similarity
placenta_23,placenta_61,similarity
placenta_23,placenta_44,similarity
placenta_23,placenta_50,similarity
placenta_23,placenta_102,similarity
placenta_23,placenta_45,similarity
placenta_24,placenta_119,similarity
placenta_24,placenta_40,similarity
placenta_24,placenta_47,similarity
placenta_24,placenta_39,similarity
placenta_24,placenta_26,similarity
placenta_24,placenta_52,similarity
placenta_24,placenta_57,similarity
placenta_24,placenta_50,similarity
placenta_24,placenta_45,similarity
placenta_24,placenta_42,similarity
placenta_25,placenta_24,similarity
placenta_25,placenta_53,similarity
placenta_25,placenta_42,similarity
placenta_25,placenta_40,similarity
placenta_25,placenta_52,similarity
placenta_25,placenta_27,similarity
placenta_25,placenta_122,similarity
placenta_25,placenta_118,similarity
placenta_25,placenta_68,similarity
placenta_25,placenta_66,similarity
placenta_26,placenta_71,similarity
placenta_26,placenta_61,similarity
placenta_26,placenta_39,similarity
placenta_26,placenta_42,similarity
placenta_26,placenta_45,similarity
placenta_26,placenta_52,similarity
placenta_26,placenta_119,similarity
placenta_26,placenta_57,similarity
placenta_26,placenta_24,similarity
placenta_26,placenta_50,similarity
placenta_27,placenta_32,similarity
placenta_27,placenta_42,similarity
placenta_27,placenta_53,similarity
placenta_27,placenta_122,similarity
placenta_27,placenta_52,similarity
placenta_27,placenta_58,similarity
placenta_27,placenta_118,similarity
placenta_27,placenta_68,similarity
placenta_27,placenta_60,similarity
placenta_27,placenta_25,similarity
placenta_28,placenta_40,similarity
placenta_28,placenta_57,similarity
placenta_28,placenta_49,similarity
placenta_28,placenta_31,similarity
placenta_28,placenta_39,similarity
placenta_28,placenta_59,similarity
placenta_28,placenta_61,similarity
placenta_28,placenta_20,similarity
placenta_28,placenta_108,similarity
placenta_28,placenta_65,similarity
placenta_29,placenta_42,similarity
placenta_29,placenta_45,similarity
placenta_29,placenta_33,similarity
placenta_29,placenta_32,similarity
placenta_29,placenta_48,similarity
placenta_29,placenta_54,similarity
placenta_29,placenta_105,similarity
placenta_29,placenta_114,similarity
placenta_29,placenta_43,similarity
placenta_29,placenta_101,similarity
placenta_30,placenta_71,similarity
placenta_30,placenta_28,similarity
placenta_30,placenta_65,similarity
placenta_30,placenta_20,similarity
placenta_30,placenta_59,similarity
placenta_30,placenta_57,similarity
placenta_30,placenta_31,similarity
placenta_30,placenta_61,similarity
placenta_30,placenta_108,similarity
placenta_30,placenta_35,similarity
